go_term	hit_rows	unique_proteins
GO:0008204(PANTHER)	2	2
GO:0008240(PANTHER)	2	2
GO:0008276(PANTHER)	2	2
GO:0008285(InterPro)	2	2
GO:0008298(PANTHER)	2	2
GO:0008330(PANTHER)	2	2
GO:0008352(PANTHER)	2	2
GO:0008410(InterPro)	2	2
GO:0008412(PANTHER)	2	2
GO:0008417(InterPro)	2	2
GO:0008420(InterPro)	2	2
GO:0008420(PANTHER)	2	2
GO:0008440(PANTHER)	2	2
GO:0008453(PANTHER)	2	2
GO:0008460(InterPro)	2	2
GO:0008470(PANTHER)	2	2
GO:0008478(PANTHER)	2	2
GO:0008495(PANTHER)	2	2
GO:0008525(PANTHER)	2	2
GO:0008526(PANTHER)	2	2
GO:0008531(PANTHER)	2	2
GO:0008568(InterPro)	2	2
GO:0008649(PANTHER)	2	2
GO:0008682(PANTHER)	2	2
GO:0008720(InterPro)	2	2
GO:0008783(PANTHER)	2	2
GO:0008817(PANTHER)	2	2
GO:0008902(PANTHER)	2	2
GO:0008967(PANTHER)	2	2
GO:0008972(PANTHER)	2	2
GO:0008973(PANTHER)	2	2
GO:0008977(PANTHER)	2	2
GO:0009001(PANTHER)	2	2
GO:0009052(PANTHER)	2	2
GO:0009067(PANTHER)	2	2
GO:0009085(PANTHER)	2	2
GO:0009089(PANTHER)	2	2
GO:0009097(InterPro)	2	2
GO:0009107(PANTHER)	2	2
GO:0009113(PANTHER)	2	2
GO:0009117(PANTHER)	2	2
GO:0009143(InterPro)	2	2
GO:0009220(PANTHER)	2	2
GO:0009225(InterPro)	2	2
GO:0009229(PANTHER)	2	2
GO:0009236(PANTHER)	2	2
GO:0009240(PANTHER)	2	2
GO:0009247(PANTHER)	2	2
GO:0009350(PANTHER)	2	2
GO:0009368(PANTHER)	2	2
GO:0009383(PANTHER)	2	2
GO:0009395(PANTHER)	2	2
GO:0009398(PANTHER)	2	2
GO:0009408(InterPro)	2	2
GO:0009443(PANTHER)	2	2
GO:0009617(InterPro)	2	2
GO:0009916(PANTHER)	2	2
GO:0009927(InterPro)	2	2
GO:0010032(PANTHER)	2	2
GO:0010142(InterPro)	2	2
GO:0010230(PANTHER)	2	2
GO:0010257(PANTHER)	2	2
GO:0010265(InterPro)	2	2
GO:0010309(PANTHER)	2	2
GO:0010468(InterPro)	2	2
GO:0010484(PANTHER)	2	2
GO:0010494(PANTHER)	2	2
GO:0010498(InterPro)	2	2
GO:0010774(PANTHER)	2	2
GO:0010828(PANTHER)	2	2
GO:0010833(PANTHER)	2	2
GO:0010923(PANTHER)	2	2
GO:0010960(InterPro)	2	2
GO:0010970(PANTHER)	2	2
GO:0010975(PANTHER)	2	2
GO:0015085(PANTHER)	2	2
GO:0015087(PANTHER)	2	2
GO:0015093(PANTHER)	2	2
GO:0015104(PANTHER)	2	2
GO:0015105(PANTHER)	2	2
GO:0015114(PANTHER)	2	2
GO:0015174(PANTHER)	2	2
GO:0015183(PANTHER)	2	2
GO:0015187(InterPro)	2	2
GO:0015187(PANTHER)	2	2
GO:0015189(PANTHER)	2	2
GO:0015194(PANTHER)	2	2
GO:0015218(InterPro)	2	2
GO:0015218(PANTHER)	2	2
GO:0015228(PANTHER)	2	2
GO:0015230(PANTHER)	2	2
GO:0015250(PANTHER)	2	2
GO:0015292(PANTHER)	2	2
GO:0015297(PANTHER)	2	2
GO:0015319(PANTHER)	2	2
GO:0015606(PANTHER)	2	2
GO:0015677(PANTHER)	2	2
GO:0015699(PANTHER)	2	2
GO:0015700(PANTHER)	2	2
GO:0015742(PANTHER)	2	2
GO:0015760(PANTHER)	2	2
GO:0015810(PANTHER)	2	2
GO:0015813(PANTHER)	2	2
GO:0015848(PANTHER)	2	2
GO:0015918(InterPro)	2	2
GO:0015929(InterPro)	2	2
GO:0015929(PANTHER)	2	2
GO:0015930(InterPro)	2	2
GO:0015938(PANTHER)	2	2
GO:0015940(PANTHER)	2	2
GO:0015949(PANTHER)	2	2
GO:0015990(PANTHER)	2	2
GO:0016036(InterPro)	2	2
GO:0016036(PANTHER)	2	2
GO:0016072(InterPro)	2	2
GO:0016117(InterPro)	2	2
GO:0016125(InterPro)	2	2
GO:0016180(InterPro)	2	2
GO:0016180(PANTHER)	2	2
GO:0016212(PANTHER)	2	2
GO:0016242(PANTHER)	2	2
GO:0016301(PANTHER)	2	2
GO:0016308(PANTHER)	2	2
GO:0016316(InterPro)	2	2
GO:0016316(PANTHER)	2	2
GO:0016403(PANTHER)	2	2
GO:0016428(PANTHER)	2	2
GO:0016531(PANTHER)	2	2
GO:0016586(InterPro)	2	2
GO:0016597(PANTHER)	2	2
GO:0016598(PANTHER)	2	2
GO:0016620(PANTHER)	2	2
GO:0016668(InterPro)	2	2
GO:0016670(InterPro)	2	2
GO:0016684(PANTHER)	2	2
GO:0016740(PANTHER)	2	2
GO:0016763(PANTHER)	2	2
GO:0016765(PANTHER)	2	2
GO:0016787(PANTHER)	2	2
GO:0016788(PANTHER)	2	2
GO:0016798(InterPro)	2	2
GO:0016807(PANTHER)	2	2
GO:0016811(InterPro)	2	2
GO:0016813(InterPro)	2	2
GO:0016817(InterPro)	2	2
GO:0016831(PANTHER)	2	2
GO:0016833(InterPro)	2	2
GO:0016841(InterPro)	2	2
GO:0016891(PANTHER)	2	2
GO:0016939(PANTHER)	2	2
GO:0016971(InterPro)	2	2
GO:0016971(PANTHER)	2	2
GO:0016973(PANTHER)	2	2
GO:0016992(PANTHER)	2	2
GO:0017005(PANTHER)	2	2
GO:0017017(PANTHER)	2	2
GO:0017054(PANTHER)	2	2
GO:0017061(PANTHER)	2	2
GO:0017069(PANTHER)	2	2
GO:0017118(PANTHER)	2	2
GO:0017121(PANTHER)	2	2
GO:0017128(PANTHER)	2	2
GO:0017178(PANTHER)	2	2
GO:0018160(InterPro)	2	2
GO:0018216(PANTHER)	2	2
GO:0018230(PANTHER)	2	2
GO:0018283(InterPro)	2	2
GO:0018283(PANTHER)	2	2
GO:0018293(InterPro)	2	2
GO:0018293(PANTHER)	2	2
GO:0018342(PANTHER)	2	2
GO:0018343(PANTHER)	2	2
GO:0018344(PANTHER)	2	2
GO:0018423(PANTHER)	2	2
GO:0018580(PANTHER)	2	2
GO:0018812(PANTHER)	2	2
GO:0019135(InterPro)	2	2
GO:0019135(PANTHER)	2	2
GO:0019150(PANTHER)	2	2
GO:0019185(PANTHER)	2	2
GO:0019212(PANTHER)	2	2
GO:0019265(PANTHER)	2	2
GO:0019287(InterPro)	2	2
GO:0019321(PANTHER)	2	2
GO:0019343(PANTHER)	2	2
GO:0019433(PANTHER)	2	2
GO:0019547(PANTHER)	2	2
GO:0019563(PANTHER)	2	2
GO:0019706(PANTHER)	2	2
GO:0019748(PANTHER)	2	2
GO:0019774(InterPro)	2	2
GO:0019781(PANTHER)	2	2
GO:0019787(InterPro)	2	2
GO:0019829(InterPro)	2	2
GO:0019856(PANTHER)	2	2
GO:0019894(InterPro)	2	2
GO:0019900(InterPro)	2	2
GO:0019901(PANTHER)	2	2
GO:0019988(PANTHER)	2	2
GO:0022618(PANTHER)	2	2
GO:0022890(PANTHER)	2	2
GO:0022900(InterPro)	2	2
GO:0022904(PANTHER)	2	2
GO:0030014(PANTHER)	2	2
GO:0030018(PANTHER)	2	2
GO:0030026(PANTHER)	2	2
GO:0030041(PANTHER)	2	2
GO:0030060(InterPro)	2	2
GO:0030121(InterPro)	2	2
GO:0030123(InterPro)	2	2
GO:0030123(PANTHER)	2	2
GO:0030136(InterPro)	2	2
GO:0030148(InterPro)	2	2
GO:0030149(PANTHER)	2	2
GO:0030234(PANTHER)	2	2
GO:0030328(InterPro)	2	2
GO:0030337(PANTHER)	2	2
GO:0030490(InterPro)	2	2
GO:0030552(PANTHER)	2	2
GO:0030586(PANTHER)	2	2
GO:0030619(InterPro)	2	2
GO:0030620(InterPro)	2	2
GO:0030621(PANTHER)	2	2
GO:0030623(InterPro)	2	2
GO:0030628(InterPro)	2	2
GO:0030695(PANTHER)	2	2
GO:0030729(InterPro)	2	2
GO:0030729(PANTHER)	2	2
GO:0030863(PANTHER)	2	2
GO:0030865(PANTHER)	2	2
GO:0030892(PANTHER)	2	2
GO:0030905(PANTHER)	2	2
GO:0030942(PANTHER)	2	2
GO:0030950(PANTHER)	2	2
GO:0030975(InterPro)	2	2
GO:0031011(PANTHER)	2	2
GO:0031032(PANTHER)	2	2
GO:0031053(PANTHER)	2	2
GO:0031071(PANTHER)	2	2
GO:0031097(PANTHER)	2	2
GO:0031119(InterPro)	2	2
GO:0031123(InterPro)	2	2
GO:0031144(PANTHER)	2	2
GO:0031151(PANTHER)	2	2
GO:0031177(InterPro)	2	2
GO:0031251(PANTHER)	2	2
GO:0031297(InterPro)	2	2
GO:0031298(PANTHER)	2	2
GO:0031340(PANTHER)	2	2
GO:0031398(PANTHER)	2	2
GO:0031415(InterPro)	2	2
GO:0031490(PANTHER)	2	2
GO:0031501(PANTHER)	2	2
GO:0031514(InterPro)	2	2
GO:0031519(PANTHER)	2	2
GO:0031526(PANTHER)	2	2
GO:0031647(PANTHER)	2	2
GO:0031901(PANTHER)	2	2
GO:0031965(PANTHER)	2	2
GO:0031966(InterPro)	2	2
GO:0031982(PANTHER)	2	2
GO:0031985(PANTHER)	2	2
GO:0032007(PANTHER)	2	2
GO:0032008(InterPro)	2	2
GO:0032008(PANTHER)	2	2
GO:0032039(InterPro)	2	2
GO:0032039(PANTHER)	2	2
GO:0032220(PANTHER)	2	2
GO:0032263(PANTHER)	2	2
GO:0032264(PANTHER)	2	2
GO:0032299(InterPro)	2	2
GO:0032357(PANTHER)	2	2
GO:0032432(PANTHER)	2	2
GO:0032447(PANTHER)	2	2
GO:0032451(PANTHER)	2	2
GO:0032454(PANTHER)	2	2
GO:0032468(PANTHER)	2	2
GO:0032472(PANTHER)	2	2
GO:0032511(InterPro)	2	2
GO:0032527(PANTHER)	2	2
GO:0032542(InterPro)	2	2
GO:0032542(PANTHER)	2	2
GO:0032797(PANTHER)	2	2
GO:0032798(PANTHER)	2	2
GO:0032933(InterPro)	2	2
GO:0032936(PANTHER)	2	2
GO:0032977(InterPro)	2	2
GO:0032977(PANTHER)	2	2
GO:0032979(PANTHER)	2	2
GO:0032982(PANTHER)	2	2
GO:0033063(InterPro)	2	2
GO:0033063(PANTHER)	2	2
GO:0033328(PANTHER)	2	2
GO:0033389(PANTHER)	2	2
GO:0033499(PANTHER)	2	2
GO:0033503(PANTHER)	2	2
GO:0033550(PANTHER)	2	2
GO:0033566(InterPro)	2	2
GO:0033619(PANTHER)	2	2
GO:0033699(PANTHER)	2	2
GO:0033754(PANTHER)	2	2
GO:0033962(PANTHER)	2	2
GO:0034038(PANTHER)	2	2
GO:0034061(InterPro)	2	2
GO:0034063(PANTHER)	2	2
GO:0034087(PANTHER)	2	2
GO:0034164(PANTHER)	2	2
GO:0034236(PANTHER)	2	2
GO:0034237(PANTHER)	2	2
GO:0034247(PANTHER)	2	2
GO:0034274(PANTHER)	2	2
GO:0034316(PANTHER)	2	2
GO:0034338(PANTHER)	2	2
GO:0034353(PANTHER)	2	2
GO:0034389(PANTHER)	2	2
GO:0034451(PANTHER)	2	2
GO:0034456(PANTHER)	2	2
GO:0034472(PANTHER)	2	2
GO:0034477(PANTHER)	2	2
GO:0034486(PANTHER)	2	2
GO:0034488(PANTHER)	2	2
GO:0034551(InterPro)	2	2
GO:0034553(InterPro)	2	2
GO:0034599(InterPro)	2	2
GO:0034647(PANTHER)	2	2
GO:0034663(PANTHER)	2	2
GO:0034715(PANTHER)	2	2
GO:0034737(PANTHER)	2	2
GO:0034974(PANTHER)	2	2
GO:0034986(PANTHER)	2	2
GO:0034993(PANTHER)	2	2
GO:0035005(PANTHER)	2	2
GO:0035098(PANTHER)	2	2
GO:0035299(PANTHER)	2	2
GO:0035303(InterPro)	2	2
GO:0035335(PANTHER)	2	2
GO:0035336(PANTHER)	2	2
GO:0035485(PANTHER)	2	2
GO:0035494(PANTHER)	2	2
GO:0035591(PANTHER)	2	2
GO:0035615(InterPro)	2	2
GO:0035621(PANTHER)	2	2
GO:0035627(PANTHER)	2	2
GO:0035657(PANTHER)	2	2
GO:0035965(PANTHER)	2	2
GO:0036064(InterPro)	2	2
GO:0036065(PANTHER)	2	2
GO:0036156(PANTHER)	2	2
GO:0036205(PANTHER)	2	2
GO:0036228(PANTHER)	2	2
GO:0036265(InterPro)	2	2
GO:0042138(PANTHER)	2	2
GO:0042148(PANTHER)	2	2
GO:0042149(PANTHER)	2	2
GO:0042162(PANTHER)	2	2
GO:0042167(PANTHER)	2	2
GO:0042175(PANTHER)	2	2
GO:0042176(InterPro)	2	2
GO:0042255(InterPro)	2	2
GO:0042256(PANTHER)	2	2
GO:0042281(PANTHER)	2	2
GO:0042283(PANTHER)	2	2
GO:0042292(PANTHER)	2	2
GO:0042393(InterPro)	2	2
GO:0042500(PANTHER)	2	2
GO:0042578(InterPro)	2	2
GO:0042795(PANTHER)	2	2
GO:0042796(PANTHER)	2	2
GO:0042989(PANTHER)	2	2
GO:0043014(PANTHER)	2	2
GO:0043041(PANTHER)	2	2
GO:0043111(PANTHER)	2	2
GO:0043248(PANTHER)	2	2
GO:0043280(PANTHER)	2	2
GO:0043291(PANTHER)	2	2
GO:0043332(InterPro)	2	2
GO:0043424(InterPro)	2	2
GO:0043424(PANTHER)	2	2
GO:0043490(PANTHER)	2	2
GO:0043491(PANTHER)	2	2
GO:0043495(InterPro)	2	2
GO:0043547(PANTHER)	2	2
GO:0043564(PANTHER)	2	2
GO:0043626(PANTHER)	2	2
GO:0043682(PANTHER)	2	2
GO:0043874(PANTHER)	2	2
GO:0043966(PANTHER)	2	2
GO:0044233(PANTHER)	2	2
GO:0044571(PANTHER)	2	2
GO:0044610(PANTHER)	2	2
GO:0044695(InterPro)	2	2
GO:0044695(PANTHER)	2	2
GO:0044804(PANTHER)	2	2
GO:0045016(PANTHER)	2	2
GO:0045025(PANTHER)	2	2
GO:0045145(PANTHER)	2	2
GO:0045162(InterPro)	2	2
GO:0045182(InterPro)	2	2
GO:0045271(PANTHER)	2	2
GO:0045329(InterPro)	2	2
GO:0045429(PANTHER)	2	2
GO:0045540(PANTHER)	2	2
GO:0045666(PANTHER)	2	2
GO:0046033(PANTHER)	2	2
GO:0046084(PANTHER)	2	2
GO:0046100(PANTHER)	2	2
GO:0046132(PANTHER)	2	2
GO:0046166(PANTHER)	2	2
GO:0046168(InterPro)	2	2
GO:0046403(PANTHER)	2	2
GO:0046404(PANTHER)	2	2
GO:0046452(PANTHER)	2	2
GO:0046470(InterPro)	2	2
GO:0046491(PANTHER)	2	2
GO:0046521(PANTHER)	2	2
GO:0046570(PANTHER)	2	2
GO:0046655(PANTHER)	2	2
GO:0046820(PANTHER)	2	2
GO:0046920(PANTHER)	2	2
GO:0046939(PANTHER)	2	2
GO:0046942(PANTHER)	2	2
GO:0046943(PANTHER)	2	2
GO:0046951(PANTHER)	2	2
GO:0046976(PANTHER)	2	2
GO:0047046(PANTHER)	2	2
GO:0047545(PANTHER)	2	2
GO:0047560(InterPro)	2	2
GO:0047560(PANTHER)	2	2
GO:0047750(InterPro)	2	2
GO:0047938(PANTHER)	2	2
GO:0047952(PANTHER)	2	2
GO:0048011(InterPro)	2	2
GO:0048026(PANTHER)	2	2
GO:0048039(PANTHER)	2	2
GO:0048172(PANTHER)	2	2
GO:0048189(PANTHER)	2	2
GO:0048193(PANTHER)	2	2
GO:0048194(PANTHER)	2	2
GO:0048205(PANTHER)	2	2
GO:0048284(PANTHER)	2	2
GO:0048476(InterPro)	2	2
GO:0048478(PANTHER)	2	2
GO:0048870(PANTHER)	2	2
GO:0050152(PANTHER)	2	2
GO:0050353(InterPro)	2	2
GO:0050684(PANTHER)	2	2
GO:0050897(PANTHER)	2	2
GO:0051013(InterPro)	2	2
GO:0051013(PANTHER)	2	2
GO:0051017(InterPro)	2	2
GO:0051026(PANTHER)	2	2
GO:0051028(PANTHER)	2	2
GO:0051119(PANTHER)	2	2
GO:0051123(InterPro)	2	2
GO:0051205(PANTHER)	2	2
GO:0051228(PANTHER)	2	2
GO:0051315(InterPro)	2	2
GO:0051497(PANTHER)	2	2
GO:0051500(PANTHER)	2	2
GO:0051560(InterPro)	2	2
GO:0051601(PANTHER)	2	2
GO:0051639(PANTHER)	2	2
GO:0051646(PANTHER)	2	2
GO:0051666(InterPro)	2	2
GO:0051723(InterPro)	2	2
GO:0051723(PANTHER)	2	2
GO:0051724(PANTHER)	2	2
GO:0051726(InterPro)	2	2
GO:0051731(InterPro)	2	2
GO:0051731(PANTHER)	2	2
GO:0051750(PANTHER)	2	2
GO:0051792(PANTHER)	2	2
GO:0051864(PANTHER)	2	2
GO:0052735(PANTHER)	2	2
GO:0052907(PANTHER)	2	2
GO:0052927(PANTHER)	2	2
GO:0052929(PANTHER)	2	2
GO:0055037(PANTHER)	2	2
GO:0055070(PANTHER)	2	2
GO:0055072(PANTHER)	2	2
GO:0055087(InterPro)	2	2
GO:0055120(PANTHER)	2	2
GO:0060261(InterPro)	2	2
GO:0061024(PANTHER)	2	2
GO:0061077(PANTHER)	2	2
GO:0061136(PANTHER)	2	2
GO:0061459(PANTHER)	2	2
GO:0061513(PANTHER)	2	2
GO:0061621(PANTHER)	2	2
GO:0061631(PANTHER)	2	2
GO:0061640(PANTHER)	2	2
GO:0061685(PANTHER)	2	2
GO:0061700(PANTHER)	2	2
GO:0061739(PANTHER)	2	2
GO:0061775(InterPro)	2	2
GO:0061817(PANTHER)	2	2
GO:0061912(PANTHER)	2	2
GO:0061928(PANTHER)	2	2
GO:0065002(PANTHER)	2	2
GO:0070042(InterPro)	2	2
GO:0070042(PANTHER)	2	2
GO:0070063(InterPro)	2	2
GO:0070063(PANTHER)	2	2
GO:0070095(PANTHER)	2	2
GO:0070131(PANTHER)	2	2
GO:0070139(PANTHER)	2	2
GO:0070183(PANTHER)	2	2
GO:0070221(PANTHER)	2	2
GO:0070224(PANTHER)	2	2
GO:0070273(PANTHER)	2	2
GO:0070274(PANTHER)	2	2
GO:0070402(PANTHER)	2	2
GO:0070413(PANTHER)	2	2
GO:0070461(PANTHER)	2	2
GO:0070475(InterPro)	2	2
GO:0070478(PANTHER)	2	2
GO:0070492(PANTHER)	2	2
GO:0070507(PANTHER)	2	2
GO:0070522(PANTHER)	2	2
GO:0070525(PANTHER)	2	2
GO:0070573(PANTHER)	2	2
GO:0070611(PANTHER)	2	2
GO:0070646(PANTHER)	2	2
GO:0070682(InterPro)	2	2
GO:0070682(PANTHER)	2	2
GO:0070728(PANTHER)	2	2
GO:0070840(PANTHER)	2	2
GO:0070842(PANTHER)	2	2
GO:0070939(InterPro)	2	2
GO:0070939(PANTHER)	2	2
GO:0070940(PANTHER)	2	2
GO:0070979(PANTHER)	2	2
GO:0070985(PANTHER)	2	2
GO:0070988(InterPro)	2	2
GO:0070990(PANTHER)	2	2
GO:0070991(PANTHER)	2	2
GO:0071021(PANTHER)	2	2
GO:0071169(PANTHER)	2	2
GO:0071204(PANTHER)	2	2
GO:0071207(PANTHER)	2	2
GO:0071216(PANTHER)	2	2
GO:0071218(PANTHER)	2	2
GO:0071233(PANTHER)	2	2
GO:0071269(PANTHER)	2	2
GO:0071421(PANTHER)	2	2
GO:0071479(PANTHER)	2	2
GO:0071513(PANTHER)	2	2
GO:0071562(InterPro)	2	2
GO:0071562(PANTHER)	2	2
GO:0071578(PANTHER)	2	2
GO:0071586(InterPro)	2	2
GO:0071586(PANTHER)	2	2
GO:0071596(InterPro)	2	2
GO:0071596(PANTHER)	2	2
GO:0071617(PANTHER)	2	2
GO:0071630(PANTHER)	2	2
GO:0071782(PANTHER)	2	2
GO:0071786(InterPro)	2	2
GO:0071816(InterPro)	2	2
GO:0071846(PANTHER)	2	2
GO:0071942(PANTHER)	2	2
GO:0072318(PANTHER)	2	2
GO:0072344(InterPro)	2	2
GO:0072354(PANTHER)	2	2
GO:0072657(PANTHER)	2	2
GO:0072659(InterPro)	2	2
GO:0072670(PANTHER)	2	2
GO:0080122(PANTHER)	2	2
GO:0090090(InterPro)	2	2
GO:0090114(PANTHER)	2	2
GO:0090158(PANTHER)	2	2
GO:0090314(PANTHER)	2	2
GO:0090364(InterPro)	2	2
GO:0090694(PANTHER)	2	2
GO:0097014(PANTHER)	2	2
GO:0097036(PANTHER)	2	2
GO:0097177(PANTHER)	2	2
GO:0097228(InterPro)	2	2
GO:0097228(PANTHER)	2	2
GO:0097250(PANTHER)	2	2
GO:0097255(PANTHER)	2	2
GO:0097268(PANTHER)	2	2
GO:0097352(PANTHER)	2	2
GO:0097361(InterPro)	2	2
GO:0097505(PANTHER)	2	2
GO:0097542(PANTHER)	2	2
GO:0097730(InterPro)	2	2
GO:0098553(PANTHER)	2	2
GO:0098554(PANTHER)	2	2
GO:0098609(PANTHER)	2	2
GO:0106050(InterPro)	2	2
GO:0106245(InterPro)	2	2
GO:0106335(PANTHER)	2	2
GO:0110032(PANTHER)	2	2
GO:0110155(PANTHER)	2	2
GO:0120009(PANTHER)	2	2
GO:0120015(PANTHER)	2	2
GO:0120230(PANTHER)	2	2
GO:0120231(PANTHER)	2	2
GO:0120330(PANTHER)	2	2
GO:0140268(PANTHER)	2	2
GO:0140410(PANTHER)	2	2
GO:0140469(PANTHER)	2	2
GO:0140570(PANTHER)	2	2
GO:0140588(InterPro)	2	2
GO:0160102(InterPro)	2	2
GO:1901137(InterPro)	2	2
GO:1902387(PANTHER)	2	2
GO:1902388(PANTHER)	2	2
GO:1902716(PANTHER)	2	2
GO:1902969(PANTHER)	2	2
GO:1902977(PANTHER)	2	2
GO:1903475(PANTHER)	2	2
GO:1903479(PANTHER)	2	2
GO:1904257(PANTHER)	2	2
GO:1904423(PANTHER)	2	2
GO:1904491(PANTHER)	2	2
GO:1904802(PANTHER)	2	2
GO:1904812(InterPro)	2	2
GO:1904812(PANTHER)	2	2
GO:1904983(InterPro)	2	2
GO:1904983(PANTHER)	2	2
GO:1905202(PANTHER)	2	2
GO:1990070(PANTHER)	2	2
GO:1990113(PANTHER)	2	2
GO:1990114(PANTHER)	2	2
GO:1990115(PANTHER)	2	2
GO:1990165(PANTHER)	2	2
GO:1990190(PANTHER)	2	2
GO:1990234(PANTHER)	2	2
GO:1990247(PANTHER)	2	2
GO:1990253(PANTHER)	2	2
GO:1990259(PANTHER)	2	2
GO:1990304(PANTHER)	2	2
GO:1990380(PANTHER)	2	2
GO:1990518(PANTHER)	2	2
GO:1990519(PANTHER)	2	2
GO:1990528(PANTHER)	2	2
GO:1990542(InterPro)	2	2
GO:1990745(PANTHER)	2	2
GO:1990810(PANTHER)	2	2
GO:1990811(PANTHER)	2	2
GO:1990841(PANTHER)	2	2
GO:1990883(PANTHER)	2	2
GO:1990961(InterPro)	2	2
GO:2000480(PANTHER)	2	2
GO:2000601(PANTHER)	2	2
GO:2000677(PANTHER)	2	2
GO:0004476(InterPro)	13	1
GO:0004743(InterPro)	13	1
GO:0030955(InterPro)	11	1
GO:0008241(InterPro)	10	1
GO:0000930(InterPro)	9	1
GO:0006621(InterPro)	9	1
GO:0016714(InterPro)	9	1
GO:0031122(InterPro)	9	1
GO:0044183(InterPro)	9	1
GO:0046923(InterPro)	9	1
GO:0006596(InterPro)	8	1
GO:0004478(InterPro)	7	1
GO:0004612(InterPro)	7	1
GO:0004799(InterPro)	7	1
GO:0006231(InterPro)	7	1
GO:0006556(InterPro)	7	1
GO:0018342(InterPro)	7	1
GO:0003864(InterPro)	6	1
GO:0003922(InterPro)	6	1
GO:0004001(InterPro)	6	1
GO:0004150(InterPro)	6	1
GO:0004563(InterPro)	6	1
GO:0004831(InterPro)	6	1
GO:0006177(InterPro)	6	1
GO:0006760(InterPro)	6	1
GO:0003688(InterPro)	5	1
GO:0003906(InterPro)	5	1
GO:0006437(InterPro)	5	1
GO:0008381(InterPro)	5	1
GO:0098599(InterPro)	5	1
GO:0003848(InterPro)	4	1
GO:0003942(InterPro)	4	1
GO:0004084(InterPro)	4	1
GO:0004335(InterPro)	4	1
GO:0004824(InterPro)	4	1
GO:0006430(InterPro)	4	1
GO:0008277(InterPro)	4	1
GO:0009081(InterPro)	4	1
GO:0015293(InterPro)	4	1
GO:0016879(InterPro)	4	1
GO:0046835(InterPro)	4	1
GO:0048255(InterPro)	4	1
GO:0090560(InterPro)	4	1
GO:1902751(InterPro)	4	1
GO:0000813(InterPro)	3	1
GO:0000906(InterPro)	3	1
GO:0003951(InterPro)	3	1
GO:0004044(InterPro)	3	1
GO:0004357(InterPro)	3	1
GO:0004435(InterPro)	3	1
GO:0004514(InterPro)	3	1
GO:0004611(InterPro)	3	1
GO:0004644(InterPro)	3	1
GO:0004730(InterPro)	3	1
GO:0004969(InterPro)	3	1
GO:0005094(InterPro)	3	1
GO:0005884(InterPro)	3	1
GO:0006190(InterPro)	3	1
GO:0007266(InterPro)	3	1
GO:0008134(InterPro)	3	1
GO:0008176(InterPro)	3	1
GO:0008541(InterPro)	3	1
GO:0008686(InterPro)	3	1
GO:0009117(InterPro)	3	1
GO:0009349(InterPro)	3	1
GO:0015075(InterPro)	3	1
GO:0016471(InterPro)	3	1
GO:0017076(InterPro)	3	1
GO:0019104(InterPro)	3	1
GO:0034257(InterPro)	3	1
GO:0034258(InterPro)	3	1
GO:0035145(InterPro)	3	1
GO:0036038(InterPro)	3	1
GO:0045010(InterPro)	3	1
GO:0106073(InterPro)	3	1
GO:0000395(InterPro)	2	1
GO:0000492(InterPro)	2	1
GO:0003852(InterPro)	2	1
GO:0003884(InterPro)	2	1
GO:0003999(InterPro)	2	1
GO:0004000(InterPro)	2	1
GO:0004152(InterPro)	2	1
GO:0004156(InterPro)	2	1
GO:0004364(InterPro)	2	1
GO:0004400(InterPro)	2	1
GO:0004410(InterPro)	2	1
GO:0004496(InterPro)	2	1
GO:0004520(InterPro)	2	1
GO:0004582(InterPro)	2	1
GO:0004819(InterPro)	2	1
GO:0004821(InterPro)	2	1
GO:0004864(InterPro)	2	1
GO:0005375(InterPro)	2	1
GO:0005784(InterPro)	2	1
GO:0005832(InterPro)	2	1
GO:0006168(InterPro)	2	1
GO:0006425(InterPro)	2	1
GO:0006427(InterPro)	2	1
GO:0006741(InterPro)	2	1
GO:0008250(InterPro)	2	1
GO:0008296(InterPro)	2	1
GO:0010420(InterPro)	2	1
GO:0015035(InterPro)	2	1
GO:0016149(InterPro)	2	1
GO:0016435(InterPro)	2	1
GO:0016639(InterPro)	2	1
GO:0016899(InterPro)	2	1
GO:0019556(InterPro)	2	1
GO:0019878(InterPro)	2	1
GO:0019904(InterPro)	2	1
GO:0030627(InterPro)	2	1
GO:0030688(InterPro)	2	1
GO:0030870(InterPro)	2	1
GO:0032957(InterPro)	2	1
GO:0033573(InterPro)	2	1
GO:0033925(InterPro)	2	1
GO:0034457(InterPro)	2	1
GO:0034975(InterPro)	2	1
GO:0035434(InterPro)	2	1
GO:0036424(InterPro)	2	1
GO:0042407(InterPro)	2	1
GO:0046416(InterPro)	2	1
GO:0047325(InterPro)	2	1
GO:0050080(InterPro)	2	1
GO:0051751(InterPro)	2	1
GO:0052725(InterPro)	2	1
GO:0052726(InterPro)	2	1
GO:0061542(InterPro)	2	1
GO:0061617(InterPro)	2	1
GO:0070401(InterPro)	2	1
GO:0070461(InterPro)	2	1
GO:0070476(InterPro)	2	1
GO:0180047(InterPro)	2	1
GO:0000022(PANTHER)	1	1
GO:0000035(PANTHER)	1	1
GO:0000036(PANTHER)	1	1
GO:0000070(PANTHER)	1	1
GO:0000103(PANTHER)	1	1
GO:0000107(InterPro)	1	1
GO:0000109(PANTHER)	1	1
GO:0000132(PANTHER)	1	1
GO:0000150(InterPro)	1	1
GO:0000164(PANTHER)	1	1
GO:0000215(PANTHER)	1	1
